0,1,2,5,15,18,
0,1,2,5,15,19,
0,1,2,5,13,16,18
0,1,2,5,13,16,19
0,1,2,5,13,16,18
0,1,2,5,13,16,19
0,1,2,9,13,16,18
0,1,2,9,13,16,19
0,1,2,9,13,16,18
0,1,2,9,13,16,19
0,1,2,9,16,18,
0,1,2,9,16,19,
0,1,3,7,15,18,
0,1,3,7,15,19,
0,1,3,7,15,18,
0,1,3,7,15,19,
0,1,3,7,14,15,18
0,1,3,7,14,15,19
0,1,3,7,14,15,18
0,1,3,7,14,15,19
0,1,3,7,14,16,18
0,1,3,7,14,16,19
0,1,3,7,14,16,18
0,1,3,7,14,16,19
0,1,3,8,15,18,
0,1,3,8,15,19,
0,1,3,8,11,15,18
0,1,3,8,11,15,19
0,1,3,8,11,16,18
0,1,3,8,11,16,19
0,4,6,13,16,18,
0,4,6,13,16,19,
0,4,6,13,16,18,
0,4,6,13,16,19,
0,4,6,17,18,,
0,4,6,17,19,,
0,4,10,12,15,18,
0,4,10,12,15,19,
0,4,10,12,15,18,
0,4,10,12,15,19,
0,4,10,17,18,,
0,4,10,17,19,,
