0,1,2,5,17,20,
0,1,2,5,17,21,
0,1,2,5,14,18,20
0,1,2,5,14,18,21
0,1,2,5,14,18,20
0,1,2,5,14,18,21
0,1,2,10,14,18,20
0,1,2,10,14,18,21
0,1,2,10,14,18,20
0,1,2,10,14,18,21
0,1,2,10,18,20,
0,1,2,10,18,21,
0,1,3,7,17,20,
0,1,3,7,17,21,
0,1,3,7,15,17,20
0,1,3,7,15,17,21
0,1,3,7,15,18,20
0,1,3,7,15,18,21
0,1,3,8,17,20,
0,1,3,8,17,21,
0,1,3,8,12,17,20
0,1,3,8,12,17,21
0,1,3,8,12,18,20
0,1,3,8,12,18,21
0,1,3,9,17,20,
0,1,3,9,17,21,
0,1,3,9,16,17,20
0,1,3,9,16,17,21
0,1,3,9,16,18,20
0,1,3,9,16,18,21
0,4,6,14,18,20,
0,4,6,14,18,21,
0,4,6,14,18,20,
0,4,6,14,18,21,
0,4,6,19,20,,
0,4,6,19,21,,
0,4,11,13,17,20,
0,4,11,13,17,21,
0,4,11,13,17,20,
0,4,11,13,17,21,
0,4,11,19,20,,
0,4,11,19,21,,
